gene_id,gene_short_name,cluster_method,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000159335,PTMS,leiden,leiden 4,0.4542452381346199,1.0689264421066358,0.6857142857142857,0.662440972279654,0.246215568971426,4.965361923512203e-15,7.229169731679887e-10
ENSG00000111678,C12orf57,leiden,leiden 1,0.4130719973690523,3.5338645181781954,0.9083191850594228,0.4547652457016296,0.37261166884426555,9.199081657561853e-76,1.3393126966877454e-70
ENSG00000172243,CLEC7A,leiden,leiden 2,0.6254342153085365,3.1674852493820205,0.9742388758782201,0.6419721392710218,0.8359176194748086,2.517019774265458e-188,3.6645794297485656e-183
ENSG00000111716,LDHB,leiden,leiden 1,0.42927729267300846,4.152449251593868,0.8845500848896435,0.48530580687985025,0.3864362507877385,5.745534375554258e-79,8.365038408056956e-74
ENSG00000188906,LRRK2,leiden,leiden 2,0.58234202271039,3.6054524246409154,0.9391100702576113,0.6200998595943554,0.7023304497992108,1.0050449146568255e-147,1.4632649921471654e-142
ENSG00000247774,PCED1B-AS1,leiden,leiden 1,0.5205402991360142,4.151421839645706,0.9252971137521222,0.5625655709928667,0.6055575363195254,4.940189734617563e-136,7.192521038424402e-131
ENSG00000123384,LRP1,leiden,leiden 2,0.5644738675634835,1.8736684800894587,0.936768149882904,0.6025758536240187,0.7639123288419574,1.2349901755270943e-165,1.798046896353407e-160
ENSG00000139318,DUSP6,leiden,leiden 2,0.7598619247865682,6.475083652832434,0.9859484777517564,0.7706913108880395,0.8957694142879824,7.134317820144176e-209,1.0386996000704308e-203
ENSG00000133639,BTG1,leiden,leiden 3,0.38514455534416314,11.9756665462056,0.9908256880733946,0.38871070863438684,0.1693480474820999,2.74773208015663e-19,4.000478090141641e-14
ENSG00000205056,LINC02397,leiden,leiden 3,0.6633766881823397,1.9385210495570864,0.7614678899082569,0.8711814338780124,0.6583292612403956,2.821879269038478e-78,4.108430465378501e-73
ENSG00000166598,HSP90B1,leiden,leiden 4,0.48885330583687936,7.756467405626272,1,0.48885330583687936,0.2568960008904449,1.2398548932677487e-15,1.8051295362063808e-10
ENSG00000235162,C12orf75,leiden,leiden 4,0.5333381199844984,4.284179669482673,0.7714285714285715,0.691364229609535,0.265594738621419,3.9978235319031096e-16,5.8205112365683754e-11
ENSG00000122986,HVCN1,leiden,leiden 3,0.4368689155518154,2.478913569209614,0.8256880733944955,0.5290967977238653,0.300413864205308,7.508168596428567e-34,1.0931292822912278e-28
ENSG00000122025,FLT3,leiden,leiden 4,0.443212180590489,0.5017300324213898,0.5714285714285714,0.7756213160333558,0.3347828505205275,4.6288668281891196e-20,6.739259792497103e-15
ENSG00000132965,ALOX5AP,leiden,leiden 4,0.4673201549048548,4.363640172256419,0.8571428571428571,0.5452068473889973,0.17314283016564583,6.223689700737038e-11,9.061194309097068e-6
ENSG00000183087,GAS6,leiden,leiden 4,0.5834732501387446,0.7303810603779686,0.8,0.7293415626734308,0.40037743193210296,7.687107691543121e-24,1.119181383027146e-18
ENSG00000169413,RNASE6,leiden,leiden 4,0.5249428637231117,3.0251612623750432,1,0.5249428637231117,0.33758709527902714,3.197976962270029e-20,4.6559986189081804e-015
ENSG00000277734,TRAC,leiden,leiden 1,0.6870512310080097,4.142197049377,0.8590831918505942,0.7997493578334341,0.6750071972001827,3.545954186768863e-157,5.162625619600523e-152
ENSG00000155465,SLC7A7,leiden,leiden 2,0.5937522425579557,1.6562385709081644,0.9133489461358314,0.6500825835185822,0.7178055074526649,4.162498795759153e-152,6.060265246721666e-147
ENSG00000054654,SYNE2,leiden,leiden 1,0.379942789238998,1.8463918828452843,0.601018675721562,0.6321646973496322,0.3549920318726121,9.78020177299216e-72,1.4239191365334745e-66
ENSG00000170348,TMED10,leiden,leiden 4,0.4466196085784898,2.189864628121869,1,0.4466196085784898,0.2035875456245279,1.2341049033952395e-12,1.796758010951197e-7
ENSG00000170345,FOS,leiden,leiden 2,0.6019427517926478,32.7842097376933,0.9836065573770492,0.6119751309891919,0.7291255698703407,2.314691265117892e-155,3.370005306710441e-150
ENSG00000198668,CALM1,leiden,leiden 1,0.3931177700238028,9.278128210733652,0.9864176570458404,0.3985307513666435,0.284321666860037,3.4088898642195784e-56,4.9630709311145684e-51
ENSG00000197249,SERPINA1,leiden,leiden 2,0.7237216192758873,7.2347989290345724,0.9953161592505855,0.7271273680724797,0.9130504158867948,3.9417316471536233e-215,5.738845939723903e-210
ENSG00000100721,TCL1A,leiden,leiden 3,0.3952000715546926,4.488040927363232,0.5504587155963303,0.7179467966576916,0.42670695499919514,1.1358820551759123e-48,1.6537534017717142e-43
ENSG00000127152,BCL11B,leiden,leiden 1,0.7828860890315469,4.377822487240009,0.8930390492359932,0.8766538145239184,0.777058323108628,7.414691278352162e-192,1.0795197325978479e-186
ENSG00000196405,EVL,leiden,leiden 1,0.4135191348661167,2.566914715167123,0.8505942275042445,0.48615323440347846,0.29278507656171143,5.2497146032748894e-58,7.643164485199977e-53
ENSG00000140105,WARS,leiden,leiden 2,0.656953063180097,5.733675199669103,0.9601873536299765,0.684192580433906,0.7726478427000416,2.7864012654347444e-168,4.056777330371753e-163
ENSG00000166428,PLD4,leiden,leiden 4,0.7763293222609812,4.657331929621899,0.9714285714285714,0.7991625376215983,0.6424326396352673,2.989312080073456e-38,4.3521992436205465e-33
ENSG00000211898,IGHD,leiden,leiden 3,0.7522089047512381,5.389550733128617,0.7981651376146789,0.9424226507802869,0.6937771918400502,3.995064431992081e-83,5.81649420782591e-78
ENSG00000211899,IGHM,leiden,leiden 3,0.7429294524788754,25.698023264890615,0.8990825688073395,0.8263194930632389,0.7543054941557318,1.2648466971320852e-91,1.8415156032885456e-86
ENSG00000172575,RASGRP1,leiden,leiden 1,0.4001250125462508,1.0412268118774772,0.5704584040747029,0.7014096202075646,0.36610209843256364,2.8759344990580337e-74,4.1871305558685725e-69
ENSG00000104093,DMXL2,leiden,leiden 2,0.7091865760200142,3.1854881224800566,0.9672131147540983,0.7332267989359469,0.8398441260391926,1.2674799354765022e-189,1.845349387658949e-184
ENSG00000247982,LINC00926,leiden,leiden 3,0.828101242750587,4.334787584318028,0.8990825688073395,0.9210513822429999,0.7889301791482384,1.2856026779813043e-96,1.8717346509265404e-91
ENSG00000172183,ISG20,leiden,leiden 3,0.43048554555563456,3.7013702484347792,0.8990825688073395,0.4788053516894303,0.2202102503833654,7.530388324450307e-25,1.0963642969333691e-19
ENSG00000131871,SELENOS,leiden,leiden 4,0.44888093058347134,2.5021057839273664,0.8285714285714286,0.5417528472559137,0.15489938307832093,6.485422722568175e-10,9.442256650241458e-5
ENSG00000008517,IL32,leiden,leiden 1,0.8022687756704409,11.327290388804702,0.9541595925297114,0.8408119374909069,0.8336840878482834,2.2521831955119936e-213,3.278998558009822e-208
ENSG00000103381,CPPED1,leiden,leiden 2,0.5642911962301747,2.1078889399938654,0.9250585480093677,0.6100059260513534,0.7164552495427663,1.0111419940595555e-151,1.472141851991188e-146
ENSG00000177455,CD19,leiden,leiden 3,0.42233241334942945,0.7127816107341942,0.44954128440366975,0.9394741439813838,0.3590720653660901,1.2473843166124264e-40,1.8160917742423638e-35
ENSG00000213658,LAT,leiden,leiden 1,0.44882320433869005,1.1459427193107805,0.6061120543293718,0.7404954267660742,0.40335068055169104,6.0690487458310266e-83,8.836049450030309e-78
ENSG00000051108,HERPUD1,leiden,leiden 4,0.5063877976540272,3.912441269126874,0.9714285714285714,0.5212815564085574,0.20319953554930878,1.2974501579857155e-12,1.888983634014563e-7
ENSG00000140968,IRF8,leiden,leiden 4,0.5559495959197291,9.03516669020159,0.8857142857142857,0.6276850276513072,0.2472616108026951,4.334903869618007e-15,6.311273241854248e-10
ENSG00000132386,SERPINF1,leiden,leiden 4,0.48725944817837935,1.9450410282033772,0.5714285714285714,0.8527040343121639,0.384470085973943,6.410667938906202e-23,9.333419665612317e-18
ENSG00000083454,P2RX5,leiden,leiden 3,0.5547001643613946,1.5457770742793506,0.6788990825688074,0.817058350208,0.44733404604923016,3.571165626339143e-51,5.199331458699685e-46
ENSG00000166750,SLFN5,leiden,leiden 1,0.3874883748541769,2.624886848829656,0.8132427843803056,0.47647317910043885,0.19080671654011513,5.731278348121883e-37,8.344282772597612e-32
ENSG00000161405,IKZF3,leiden,leiden 3,0.49088173995511913,2.3262369221544246,0.8440366972477065,0.5815881484250868,0.37104654020280814,4.9016972105042366e-42,7.136479002717328e-37
ENSG00000007312,CD79B,leiden,leiden 3,0.8232963699454006,7.346786052618752,0.9908256880733946,0.830919484481932,0.8664033340095315,3.702436053581418e-108,5.390450699130258e-103
ENSG00000173762,CD7,leiden,leiden 1,0.5113383572339791,1.9435282510514456,0.6994906621392191,0.7310152728417808,0.492419900980678,5.667722679834218e-105,8.251750804024234e-100
ENSG00000196628,TCF4,leiden,leiden 4,0.47638336968829315,6.674605601511324,0.7714285714285715,0.6175339977440837,0.2360528601335737,1.8551652914425545e-14,2.700972251117044e-9
ENSG00000197540,GZMM,leiden,leiden 1,0.5809720142877968,2.059974193363045,0.6553480475382003,0.886509109884747,0.502665889507667,1.2364710404482717e-107,1.8002029172094478e-102
ENSG00000197766,CFD,leiden,leiden 2,0.6821952480228564,4.122205484965261,0.9789227166276346,0.6968836624539705,0.8410824339984874,4.922875364008373e-190,7.16731269996707e-185
ENSG00000176533,GNG7,leiden,leiden 3,0.410849027608788,1.556450979848515,0.7064220183486238,0.5815914806410116,0.4199941924484882,7.320788203399677e-48,1.0658481961093658e-42
ENSG00000104921,FCER2,leiden,leiden 3,0.6544132806910737,2.6786019429667207,0.7614678899082569,0.859410211991892,0.5749355728530268,3.2165324911424936e-67,4.683013984504179e-62
ENSG00000127528,KLF2,leiden,leiden 1,0.36495975012850945,6.625412639114512,0.9864176570458404,0.36998501346934953,0.15622826597575332,3.355196947149926e-30,4.88489833929452e-25
ENSG00000012124,CD22,leiden,leiden 3,0.7366676760166094,2.8814642490502678,0.8256880733944955,0.8921864076201158,0.7357195549080695,5.523913137126325e-89,8.042375614604959e-84
ENSG00000126246,IGFLR1,leiden,leiden 4,0.4538502843004086,1.8139554549354737,0.9428571428571428,0.481356362136797,0.22189276858896206,1.1601532402676642e-13,1.6890903055704977e-8
ENSG00000126264,HCST,leiden,leiden 1,0.43627727993094523,6.5652702301511585,0.9439728353140917,0.4621714350347603,0.23594242248126923,4.52814113876886e-46,6.592611246756359e-41
ENSG00000167642,SPINT2,leiden,leiden 4,0.44228173124790965,1.5379601891574994,0.9428571428571428,0.46908668465687386,0.25399808407636715,1.8070522748881747e-15,2.630923548055191e-10
ENSG00000105369,CD79A,leiden,leiden 3,0.8776550109067253,8.053279667635978,0.981651376146789,0.8940597774657295,0.903394028034665,7.369048832706301e-114,1.0728745576513758e-108
ENSG00000197405,C5AR1,leiden,leiden 2,0.6316459206191852,2.0065205619117132,0.8290398126463701,0.7619005878655144,0.6724014401159826,1.8580201689278193e-139,2.705128724345391e-134
ENSG00000104894,CD37,leiden,leiden 3,0.49427149203537085,13.5131056327149,0.9908256880733946,0.49884807992458724,0.7138504976399866,6.518424966778642e-86,9.49030527763236e-81
ENSG00000142546,NOSIP,leiden,leiden 1,0.4518774465821713,2.9221851897416546,0.7894736842105263,0.5723780990040837,0.3055739812716219,9.054660580768701e-61,1.3182861432752767e-55
ENSG00000171051,FPR1,leiden,leiden 2,0.6587969028270801,2.51573967821025,0.927400468384075,0.7103693876443515,0.7865362082270412,1.511266570784487e-172,2.2002832257365503e-167
ENSG00000204577,LILRB3,leiden,leiden 2,0.6264524607224499,2.500539066056562,0.9508196721311475,0.6588551742080939,0.780858540519679,8.548748124165731e-171,1.2446293368935372e-165
ENSG00000131042,LILRB2,leiden,leiden 2,0.6127114431002354,2.7873285096089493,0.9437939110070258,0.6492004620441699,0.7640372181252628,1.1324528288491104e-165,1.6487607225779968e-160
ENSG00000239961,LILRA4,leiden,leiden 4,0.43995975194436093,2.6633276151846688,0.4857142857142857,0.9057994892972137,0.36682412826003885,6.687893142088961e-22,9.737037383430161e-17
ENSG00000186818,LILRB4,leiden,leiden 4,0.43900875419678825,1.1708543317853721,0.7714285714285715,0.5690854221069477,0.2215772119364503,1.2084772465627062e-13,1.759446192815575e-8
ENSG00000125844,RRBP1,leiden,leiden 4,0.4842311065814188,2.546804628239821,0.8857142857142857,0.5467125396886987,0.2072870961324108,7.656444427053198e-13,1.1147170570235291e-7
ENSG00000125810,CD93,leiden,leiden 2,0.5689998321601015,2.234229397285686,0.8782201405152225,0.6479011422196357,0.6926920108849375,4.9440288592304916e-145,7.1981104967308575e-140
ENSG00000101439,CST3,leiden,leiden 4,0.48442895479614956,21.795279988322292,1,0.48442895479614956,0.23071421517469476,3.7045543247293686e-14,5.3935347324599825e-9
ENSG00000101336,HCK,leiden,leiden 2,0.6395316450708238,2.6651264778286032,0.9672131147540983,0.661210683886784,0.8170209179408353,3.5954727749772306e-182,5.23472072254485e-177
ENSG00000101347,SAMHD1,leiden,leiden 4,0.4432984806228365,9.737402084898482,1,0.4432984806228365,0.2650142838348874,4.3116738989418184e-16,6.277452262947372e-11
ENSG00000204103,MAFB,leiden,leiden 2,0.5808154291461679,2.4513938536815223,0.8337236533957846,0.6966522141725103,0.6702264800562628,7.234521408619798e-139,1.0532884409237736e-133
ENSG00000168734,PKIG,leiden,leiden 3,0.4225164877809432,0.8909334291461171,0.5045871559633027,0.8373508576022329,0.38501771943790447,1.0982746735907887e-43,1.599000062774301e-38
ENSG00000101017,CD40,leiden,leiden 3,0.47092622863012357,1.4273880304334865,0.7155963302752294,0.6580892169318393,0.36235862725984525,5.139824588668414e-41,7.483173415134116e-36
ENSG00000224397,SMIM25,leiden,leiden 2,0.5627116906525276,1.5790401556739924,0.7845433255269321,0.7172474385332217,0.576596063239302,1.1239197501453048e-114,1.6363372426315522e-109
ENSG00000203896,LIME1,leiden,leiden 1,0.37901957628306554,2.3514085561275033,0.8081494057724957,0.46899691266959165,0.5190767243982106,5.897861092429154e-112,8.586813921689453e-107
ENSG00000142192,APP,leiden,leiden 4,0.5362048092402922,2.9866082912135936,0.8285714285714286,0.6471437352900078,0.23912173724729868,1.2462849006061337e-14,1.8144911124904822e-9
ENSG00000211677,IGLC2,leiden,leiden 3,0.4250119017966366,27.03894205504667,0.45871559633027525,0.9265259459166678,0.31116413885775346,4.4253479556598663e-35,6.442952595604312e-30
ENSG00000211679,IGLC3,leiden,leiden 3,0.47318442110529607,9.415950588539445,0.5596330275229358,0.8455262606635618,0.2571601627839482,5.843850320489041e-29,8.508178558606405e-24
ENSG00000128218,VPREB3,leiden,leiden 3,0.6858156732818247,2.8912049801950355,0.7247706422018348,0.9462520049078341,0.6214702786682207,2.4925915047561148e-73,3.6290138236045226e-68
ENSG00000100100,PIK3IP1,leiden,leiden 1,0.4224587005136374,1.8782321010071585,0.6994906621392191,0.603951880103234,0.32251324841326323,1.7801845923380683e-64,2.5918063516768404e-59
ENSG00000128383,APOBEC3A,leiden,leiden 2,0.6895899382470626,3.156684171129817,0.8618266978922716,0.8001491946508037,0.6794959968225338,2.1563083953104426e-141,3.1394125189003795e-136
ENSG00000159958,TNFRSF13C,leiden,leiden 3,0.8185084682172368,3.1185006264438644,0.8807339449541285,0.9293481566216542,0.7904399567428548,7.747223870932013e-97,1.1279338178167337e-91
ENSG00000025708,TYMP,leiden,leiden 2,0.5758043225979959,15.06935721127356,1,0.5758043225979959,0.9344973945467852,4.049009320792381e-223,5.895033650328044e-218
ENSG00000198223,CSF2RA,leiden,leiden 4,0.4415415456573064,0.8800999640317921,0.8571428571428571,0.5151318032668575,0.1862454003312499,1.1533454128812067e-11,1.6791786535220064e-6
ENSG00000185291,IL3RA,leiden,leiden 4,0.46743627852843994,1.698299672776643,0.6,0.7790604642140666,0.3009569168549045,3.94516391998624e-18,5.743843054386367e-13
ENSG00000130066,SAT1,leiden,leiden 2,0.5932936421190217,16.251774858246563,0.9976580796252927,0.5946863501991133,0.8177410586532985,2.108269771839243e-182,3.0694721262161903e-177
ENSG00000188290,HES4,louvain,louvain 11,0.5062823592487563,1.934638255350445,0.8333333333333334,0.6075388310985075,0.577466586580798,3.753973408963616e-45,2.0495568620918656e-39
ENSG00000187608,ISG15,louvain,louvain 15,0.22342181928694135,7.778735112878822,0.9795918367346939,0.22807644052208598,0.21961652448779942,1.577015862983299e-17,8.610033507129917e-12
ENSG00000186827,TNFRSF4,louvain,louvain 2,0.23783583074512848,0.8992886140805849,0.4298245614035088,0.5533323409172377,0.28147667840209123,1.1077509640379965e-35,6.047987938358249e-30
ENSG00000215788,TNFRSF25,louvain,louvain 7,0.14200978964834074,1.022995207031427,0.5531914893617021,0.25671000436430824,0.1173344144494035,1.0473473470922408e-9,5.718202310919507e-4
ENSG00000162444,RBP7,louvain,louvain 8,0.3575165584919768,2.6270503801216982,0.8896103896103896,0.4018799270639739,0.5251629498686111,1.715175832566888e-81,9.364345493065438e-76
ENSG00000142657,PGD,louvain,louvain 8,0.29854679567965003,2.704358869275985,0.961038961038961,0.31065004415314934,0.5400801113757033,3.651120494580725e-84,1.9934022564262385e-78
ENSG00000159339,PADI4,louvain,louvain 8,0.37152340427173924,1.6515702733055038,0.7662337662337663,0.48486952760888,0.48469943206876265,2.207824703025805e-74,1.2054060531109986e-68
ENSG00000158825,CDA,louvain,louvain 8,0.26540050964837936,1.5945570668320501,0.8701298701298701,0.3050125260138091,0.42773644036625225,1.0681730471333372e-64,5.831904385433881e-59
ENSG00000117602,RCAN3,louvain,louvain 13,0.12943051826092464,1.753154277714567,0.7518248175182481,0.17215515535676384,0.1343082438723222,7.73822135051761e-19,4.2248367107421e-13
ENSG00000117602,RCAN3,louvain,louvain 3,0.16532364749079748,2.268244274937914,0.79,0.20927043986176896,0.18312516934351317,8.578584449468332e-22,4.683649751876226e-16
ENSG00000117602,RCAN3,louvain,louvain 5,0.15435471863696534,2.0733419764851924,0.7894736842105263,0.1955159769401561,0.13317146036684888,4.8144639588948475e-12,2.62855288763782e-6
ENSG00000117602,RCAN3,louvain,louvain 7,0.16811000257187877,2.24898843661977,0.8085106382978723,0.20792552949679743,0.15472707489700346,2.134365237804818e-12,1.1652993888842965e-6
ENSG00000157978,LDLRAP1,louvain,louvain 13,0.1463441448346546,1.456262899457882,0.6642335766423357,0.22032030595986463,0.1584179371224356,4.608567223918074e-22,2.516139447242551e-16
ENSG00000157978,LDLRAP1,louvain,louvain 3,0.1250059060277012,1.2680064480373934,0.63,0.19842207305984316,0.10347442419738404,8.795598947971005e-13,4.80213315762373e-7
ENSG00000157978,LDLRAP1,louvain,louvain 5,0.18051927643617846,1.6245394272011835,0.7543859649122807,0.2392929943456319,0.16337331862478285,1.6827412362844435e-14,9.187262327742176e-9
ENSG00000169442,CD52,louvain,louvain 2,0.1344200799453713,16.885572911861903,1,0.1344200799453713,0.16237574990908654,1.0187300962629346e-20,5.561960706566744e-15
ENSG00000176083,ZNF683,louvain,louvain 14,0.16154697674977578,0.5187730180908843,0.20454545454545456,0.7897852196655705,0.1604683395436612,5.4047584291400455e-18,2.9508359595575906e-12
ENSG00000169403,PTAFR,louvain,louvain 9,0.24655673777122666,1.4998666748288703,0.875,0.2817791288814019,0.3229161764232606,7.455377921105231e-32,4.070412683585823e-26
ENSG00000182866,LCK,louvain,louvain 14,0.17033809105978262,2.1789748309035577,0.8295454545454546,0.20533906867480645,0.1923751218322013,2.1777664513699985e-21,1.1889951494544781e-15
ENSG00000182866,LCK,louvain,louvain 2,0.14953624473481705,1.849427652740266,0.8245614035087719,0.18135246701882068,0.16737101611987454,2.4900714673954237e-21,1.3595043190538794e-15
ENSG00000182866,LCK,louvain,louvain 5,0.14813040549429385,1.8265508843372198,0.8245614035087719,0.17964751304627125,0.13254056553674617,5.4164420270848436e-12,2.957214853527512e-6
ENSG00000119535,CSF3R,louvain,louvain 8,0.28783241225272416,4.834895958867398,0.9805194805194806,0.293550936999467,0.5210450492239062,9.26777319803645e-81,5.059926132931961e-75
ENSG00000119535,CSF3R,louvain,louvain 9,0.2690901178421714,4.473673816326924,0.9722222222222222,0.2767784069233763,0.4034203842036962,5.7991436272799274e-40,3.166158446186022e-34
ENSG00000168653,NDUFS5,louvain,louvain 3,0.1255157537675696,2.5649537298074927,0.93,0.13496317609416086,0.07134860526943167,3.314120009664247e-9,0.0018094101016763889
ENSG00000230138,LINC02812,louvain,louvain 1,0.29298172233911096,0.6522878642214581,0.5428571428571428,0.5397031727299413,0.2704398228962735,2.1292813236878564e-17,1.162523724293859e-11
ENSG00000137959,IFI44L,louvain,louvain 15,0.25660291107800653,4.942943652885988,0.9795918367346939,0.26194880505879836,0.3338851789974739,3.1137632119608787e-26,1.700021300834281e-20
ENSG00000137965,IFI44,louvain,louvain 15,0.2244284253194329,2.5642140571762466,0.8979591836734694,0.24993165546936846,0.23369775512515728,1.3764944372310902e-18,7.515246678950583e-13
ENSG00000117228,GBP1,louvain,louvain 15,0.284629955148225,10.716127692548099,1,0.284629955148225,0.4329735812752206,5.255147849151292e-34,2.869153071201131e-28
ENSG00000162654,GBP4,louvain,louvain 15,0.25702898949997466,5.1246024359081686,1,0.25702898949997466,0.3593052629182,3.3135582223734087e-28,1.80910338266921e-22
ENSG00000154451,GBP5,louvain,louvain 15,0.28226237350485117,7.61756140982797,0.9795918367346939,0.2881428396195356,0.3420896408638729,7.211541829353772e-27,3.9372854925722785e-21
ENSG00000188641,DPYD,louvain,louvain 9,0.21553456155267878,2.972182906614314,0.9722222222222222,0.2216926918827553,0.3073377778408003,2.5921939727825144e-30,1.4152601433200694e-24
ENSG00000155366,RHOC,louvain,louvain 11,0.31742684407157273,2.071800403849432,0.9166666666666666,0.34628382989626116,0.4168710655641532,2.620972946400662e-32,1.4309725995463693e-26
ENSG00000116824,CD2,louvain,louvain 14,0.20539510492301413,4.437014501689485,0.8522727272727273,0.24099692310966991,0.22699004196363085,4.0769753969087965e-25,2.2259062574502956e-19
ENSG00000116824,CD2,louvain,louvain 2,0.2222558779758142,4.1293160601954755,0.9736842105263158,0.22826279359678214,0.36494590066967403,1.0887156868592751e-46,5.9440610355455845e-041
ENSG00000116824,CD2,louvain,louvain 7,0.1652899494967062,2.94123687284341,0.9361702127659575,0.17655971878057253,0.15805604786905852,1.2275559961446154e-12,6.702087472150757e-7
ENSG00000117281,CD160,louvain,louvain 6,0.4253662381756175,2.720122985768918,0.6956521739130435,0.6114639673774501,0.4413042796252087,2.591738457447224e-33,1.415011445612461e-27
ENSG00000150337,FCGR1A,louvain,louvain 15,0.2717850404926049,2.390482614182631,0.9591836734693877,0.28335036136463065,0.339102208398975,1.2288759845897196e-26,6.709294213064492e-21
ENSG00000150337,FCGR1A,louvain,louvain 4,0.19710826555162048,1.6670766580943122,0.9134615384615384,0.21578168018282662,0.2654970921719289,4.5917051295024963e-32,2.506933249554478e-26
ENSG00000163131,CTSS,louvain,louvain 9,0.23845273416386226,58.33822199698313,1,0.23845273416386226,0.5092604374201459,5.088881020816248e-51,2.7783763709350468e-45
ENSG00000163220,S100A9,louvain,louvain 8,0.38855683210654335,240.78308420918484,1,0.38855683210654335,0.8074944805155223,1.4879294594418e-137,8.123648469714395e-132
ENSG00000163220,S100A9,louvain,louvain 9,0.24120976322916066,128.8639281050362,1,0.24120976322916066,0.3985264926683813,1.8343016535605553e-39,1.0014736737944563e-33
ENSG00000163221,S100A12,louvain,louvain 8,0.4307118076604213,12.70352783520765,1,0.4307118076604213,0.725987008554624,4.658837026733238e-120,2.543585251485546e-114
ENSG00000163221,S100A12,louvain,louvain 9,0.22438889580454321,5.735864697198142,0.9583333333333334,0.2341449347525668,0.3128150609419737,7.460887230653293e-31,4.073420601319778e-25
ENSG00000143546,S100A8,louvain,louvain 8,0.41298050017733734,139.6180737972745,1,0.41298050017733734,0.7884832964979344,2.305723369191604e-133,1.25885578787754e-127
ENSG00000143546,S100A8,louvain,louvain 9,0.24632067624416198,71.08366411205282,1,0.24632067624416198,0.40503025899785805,3.968648911826219e-40,2.166763246389761e-34
ENSG00000163346,PBXIP1,louvain,louvain 2,0.1714254080222865,1.2989083492810192,0.7543859649122807,0.2272383315644263,0.20946430870722213,1.5425899060880781e-26,8.422078110269081e-21
ENSG00000160856,FCRL3,louvain,louvain 12,0.2354134387831449,1.8530965826610197,0.5964912280701754,0.39466370619527236,0.26615325469673035,5.382927244633985e-23,2.938916787752817e-17
ENSG00000132704,FCRL2,louvain,louvain 10,0.23773259381662457,1.1661138151273724,0.4807692307692308,0.4944837951385791,0.24458194179084056,4.261117965540847e-20,2.326442575646336e-14
ENSG00000163534,FCRL1,louvain,louvain 12,0.4862387750458139,2.5067602411261047,0.8245614035087719,0.5896938335661999,0.5744789371343497,3.7413298988691264e-50,2.042653884885577e-44
ENSG00000163563,MNDA,louvain,louvain 8,0.27734597046908555,21.663776866435917,0.9935064935064936,0.2791586892303214,0.5809186360604829,1.261245424260593e-91,6.88602164283556e-86
ENSG00000163563,MNDA,louvain,louvain 9,0.25902442259446823,19.622374601894837,1,0.25902442259446823,0.45903958794350014,1.0269817028628535e-45,5.607012003120321e-40
ENSG00000163564,PYHIN1,louvain,louvain 14,0.15085041236126606,1.3640108600519623,0.5909090909090909,0.25528531322675796,0.1904137020776594,3.53026301809197e-21,1.9274176999876726e-15
ENSG00000163564,PYHIN1,louvain,louvain 6,0.3443727352299703,2.6741267355101694,0.8043478260869565,0.428139076231855,0.382804045699569,6.935781196450887e-29,3.7867284598262906e-23
ENSG00000163568,AIM2,louvain,louvain 10,0.2839821187443895,1.4683749605658154,0.6923076923076923,0.410196393741896,0.3040707033437799,8.327475941039517e-25,4.546552039529345e-19
ENSG00000179639,FCER1A,louvain,louvain 1,0.6098593099127909,1.9851570315306795,0.6571428571428571,0.9280467759542471,0.5629964022931874,1.1908486747287601e-35,6.501676509416612e-30
ENSG00000181036,FCRL6,louvain,louvain 14,0.15940221111368014,0.9929418618915854,0.3977272727272727,0.4007827022286815,0.20851537198401993,4.035418353918638e-23,2.2032173586889586e-17
ENSG00000162734,PEA15,louvain,louvain 4,0.19937282092439573,0.9858898078764712,0.8461538461538461,0.23562242472883133,0.28868739511341857,6.730859135814611e-35,3.674847162380703e-29
ENSG00000158869,FCER1G,louvain,louvain 11,0.2897148905073599,14.548234679890768,1,0.2897148905073599,0.6291047569917445,2.0285274831490445e-49,1.107515149974884e-43
ENSG00000143226,FCGR2A,louvain,louvain 15,0.2584562193264323,4.535175598781009,0.9795918367346939,0.263840723895733,0.3574706597958048,4.604274399617255e-28,2.5137956939590328e-22
ENSG00000143226,FCGR2A,louvain,louvain 9,0.2534058093093603,4.299377094209679,1,0.2534058093093603,0.4030364795739738,6.347891105386349e-40,3.4657581068077846e-34
ENSG00000203747,FCGR3A,louvain,louvain 11,0.5230886572353974,18.14580597617591,1,0.5230886572353974,0.7695911179843614,2.1283378187954323e-61,1.1620085989277422e-55
ENSG00000132185,FCRLA,louvain,louvain 10,0.290692606219315,0.9825517562863867,0.6538461538461539,0.44458869186483463,0.3444670793622025,4.761403168494168e-28,2.599583287902761e-22
ENSG00000198574,SH2D1B,louvain,louvain 6,0.34652394395419545,1.0082166556481789,0.5,0.6930478879083909,0.36198662532932474,2.5085507296109075e-27,1.369593441845667e-21
ENSG00000198821,CD247,louvain,louvain 6,0.3898864921717688,6.699659405564673,0.9782608695652174,0.3985506364422525,0.5874112927947087,1.054573565235712e-44,5.757655294117417e-39
ENSG00000143185,XCL2,louvain,louvain 6,0.4390832959656497,2.8621457042662355,0.7391304347826086,0.5940538710123496,0.4409685643084652,2.7492093799920513e-33,1.5009858451942602e-27
